OrderID,CustomerID,ProductID,Quantity,Price,Discount
147,100,1096,1,1477,11
148,104,1022,5,987,25
149,189,1062,8,657,3
150,113,1014,11,649,25
151,126,1096,12,241,7
152,108,1024,1,711,8
153,178,1016,11,600,22
154,114,1096,5,939,4
155,189,1065,15,801,23
156,141,1077,5,1670,19
157,176,1052,12,1782,17
158,150,1050,5,1665,10
159,162,1038,17,1969,14
160,195,1050,17,1630,27
161,151,1069,12,695,21
162,195,1005,15,380,8
163,103,1066,15,523,16
164,193,1006,6,955,26
165,122,1050,12,369,25
166,114,1071,18,253,11
167,142,1041,14,713,6
168,128,1063,2,1850,9
169,135,1014,9,761,24
170,112,1028,5,182,25
171,131,1032,1,1745,24
172,170,1093,3,1046,9
173,158,1026,6,998,26
174,185,1035,5,1549,12
175,127,1028,5,1398,18
176,165,1037,1,1836,10
177,141,1056,17,383,12
178,144,1096,19,1079,20
179,161,1026,14,272,7
180,156,1054,12,1450,7
181,105,1032,10,1841,3
182,127,1067,18,1186,14
183,127,1085,11,1196,27
184,143,1065,2,862,10
185,183,1009,18,1759,10
186,129,1004,7,1498,0
187,161,1073,15,732,16
188,174,1096,11,1631,14
189,191,1037,18,886,19
190,188,1012,12,1042,5
191,161,1030,6,1111,23
192,196,1046,13,497,21
193,100,1099,16,1243,27
194,126,1087,18,1033,24
195,161,1051,10,1560,14
196,176,1055,8,1952,8
197,102,1014,18,775,13
198,169,1028,1,1035,17
199,171,1007,8,564,25
200,126,1004,6,385,16
201,108,1028,5,364,17
202,161,1046,15,419,4
203,136,1067,15,772,19
204,196,1075,2,1499,19
205,150,1044,1,919,8
206,143,1001,11,188,10
207,123,1026,10,1777,23
208,178,1094,18,1326,21
209,158,1035,18,920,0
210,131,1035,17,1862,17
211,195,1025,8,1100,5
212,187,1042,15,433,26
213,151,1026,8,321,1
214,161,1068,17,140,14
215,157,1019,12,1831,28
216,151,1010,8,167,25
217,111,1073,14,1087,20
218,138,1037,4,1899,13
219,101,1005,1,613,4
220,102,1071,1,1996,5
221,155,1022,19,1760,5
222,180,1046,16,1745,29
223,158,1089,14,1721,21
224,101,1045,16,1755,29
225,101,1011,5,1250,17
226,191,1089,9,1378,13
227,153,1012,2,794,9
228,186,1061,18,1139,13
229,195,1081,6,576,12
230,196,1088,9,1185,29
231,100,1096,1,980,2
232,118,1059,9,531,29
233,101,1042,16,1793,5
234,152,1075,13,367,28
235,143,1099,9,1158,7
236,189,1067,13,878,11
237,131,1004,9,1699,12
238,169,1036,11,593,10
239,131,1071,4,1685,11
240,167,1091,2,1592,0
241,154,1030,6,1890,16
242,174,1008,14,760,15
243,155,1050,4,1448,10
244,116,1028,6,1427,12
245,137,1077,19,1399,17
246,123,1039,6,1992,10
247,168,1040,2,1807,27
248,197,1085,18,1112,11
249,169,1010,13,1324,5
250,185,1022,9,1568,8
251,110,1000,19,1447,15
252,115,1045,13,1158,3
253,196,1020,11,1076,2
254,172,1089,1,581,27
255,158,1035,7,827,15
256,169,1053,15,579,23
257,179,1086,1,1188,26
258,192,1056,12,1131,25
259,102,1000,7,1424,29
260,119,1062,15,442,24
261,158,1053,19,1554,11
262,135,1054,1,1547,10
263,118,1039,17,431,4
264,189,1014,17,537,24
265,166,1020,3,1711,17
266,118,1046,12,273,18
267,119,1072,6,658,22
268,195,1052,11,626,22
269,170,1008,3,1996,5
270,151,1073,8,758,21
271,132,1051,14,125,17
272,139,1056,14,919,25
273,138,1025,10,704,5
274,181,1040,2,505,3
275,100,1034,14,331,11
276,110,1062,9,632,18
277,191,1024,3,1942,28
278,156,1089,8,1673,26
279,188,1074,16,1911,28
280,149,1037,2,604,1
281,122,1001,6,1792,16
282,130,1006,12,278,10
283,193,1081,5,231,10
284,141,1090,2,1946,20
285,198,1033,16,1578,15
286,106,1090,5,447,1
287,115,1016,15,639,1
288,189,1042,12,871,22
289,159,1058,4,1529,7
290,101,1050,15,175,12
291,100,1053,11,678,9
292,147,1023,16,953,7
293,111,1024,6,1615,29
294,168,1070,14,293,3
295,136,1051,18,1285,14
296,131,1069,12,446,29
297,108,1087,11,1050,0
298,198,1032,13,1484,10
299,118,1048,11,1892,6
300,147,1028,16,1707,16
301,179,1062,15,1210,26
302,102,1021,15,1385,19
303,119,1025,4,313,23
304,123,1027,11,1788,17
305,153,1084,19,1845,21
306,132,1048,15,672,28
307,123,1070,4,879,21
308,174,1080,13,361,11
309,171,1083,19,829,8
310,135,1048,2,382,4
311,137,1019,14,1771,9
312,183,1085,4,1590,3
313,198,1091,16,1503,4
314,188,1062,14,461,27
315,198,1060,15,1572,27
316,124,1048,3,540,9
317,192,1070,8,192,10
318,117,1000,16,1744,20
319,181,1095,10,852,23
320,165,1012,4,966,9
321,153,1093,18,1547,27
322,134,1086,2,241,7
323,179,1050,17,1414,1
324,160,1055,13,1555,22
325,140,1082,4,848,7
326,199,1061,11,1975,15
327,132,1031,7,1947,26
328,167,1029,12,1812,21
329,132,1028,10,752,4
330,113,1048,7,800,26
331,120,1044,13,1097,24
332,147,1092,7,148,28
333,119,1029,17,1425,2
334,107,1015,10,980,11
335,106,1039,10,1313,12
336,166,1018,4,1259,12
337,116,1017,4,654,9
338,132,1000,7,503,3
339,147,1077,1,991,8
340,175,1046,12,964,21
341,158,1065,13,701,23
342,185,1091,10,1930,22
343,121,1093,15,440,26
344,129,1037,13,1880,1
345,137,1050,9,803,18
346,150,1062,9,417,0
347,153,1003,15,717,24
348,107,1000,10,1486,28
349,126,1007,10,1945,6
350,126,1028,8,481,16
351,197,1054,16,332,2
352,120,1002,17,1900,19
353,129,1031,5,1467,19
354,196,1009,4,1672,20
355,127,1073,18,916,29
356,163,1082,19,652,2
357,196,1033,4,1652,2
358,168,1096,7,955,16
359,160,1086,10,1912,6
360,147,1054,18,918,26
361,118,1091,19,1694,25
362,103,1031,4,282,13
363,134,1049,10,1164,16
364,163,1006,1,1674,17
365,148,1092,18,496,12
366,116,1007,5,1827,19
367,143,1064,15,878,28
368,191,1056,17,1617,19
369,129,1066,3,1782,20
370,192,1087,12,1006,26
371,145,1086,2,1456,17
372,105,1058,1,226,3
373,198,1071,17,1681,0
374,136,1053,16,1680,17
375,123,1066,5,100,0
376,192,1050,15,1291,25
377,145,1096,3,1743,25
378,152,1091,7,118,12
379,194,1007,11,1455,19
380,198,1033,10,683,19
381,159,1034,9,555,22
382,196,1095,14,1056,9
383,162,1087,13,1232,26
384,184,1077,2,1391,10
385,131,1031,3,544,8
386,186,1045,7,1363,8
387,132,1015,18,1424,4
388,166,1067,3,701,25
389,117,1036,10,202,0
390,124,1053,7,1087,16
391,194,1084,9,1373,21
392,153,1013,17,1576,1
393,157,1094,11,619,23
394,166,1054,7,1276,12
395,145,1047,14,958,8
396,123,1081,19,273,28
397,131,1006,4,1466,3
398,146,1073,6,1793,4
399,185,1006,10,1104,10
400,122,1032,7,530,23
401,165,1022,13,826,18
402,126,1084,14,1812,20
403,101,1018,4,1810,2
404,189,1018,8,1975,11
405,116,1035,5,949,25
406,132,1028,1,1781,18
407,108,1059,4,1447,18
408,142,1081,3,1089,12
409,147,1001,9,1796,27
410,138,1000,8,738,6
411,192,1046,1,519,14
412,141,1068,6,693,22
413,125,1019,9,584,6
414,198,1010,7,1782,25
415,149,1001,4,1874,7
416,124,1066,13,511,4
417,123,1086,17,1035,20
418,112,1011,2,1207,13
419,159,1019,5,1236,3
420,106,1004,12,1860,22
421,156,1036,8,431,9
422,135,1037,6,1501,19
423,144,1093,8,1878,14
424,119,1008,18,754,17
425,164,1097,3,140,19
426,107,1052,12,1893,12
427,115,1043,3,1058,28
428,113,1098,6,1920,7
429,175,1085,2,204,8
430,186,1023,12,301,15
431,114,1080,2,549,18
432,191,1073,6,1942,15
433,197,1029,17,1966,6
434,165,1058,3,1389,13
435,131,1086,2,1009,27
436,186,1095,8,309,13
437,162,1080,12,662,24
438,185,1080,4,1241,26
439,150,1013,5,812,3
440,124,1008,13,1500,25
441,157,1039,15,1674,14
442,162,1065,16,1663,2
443,161,1024,10,870,4
444,121,1072,16,1207,0
445,157,1021,12,553,2
446,157,1003,17,766,14
447,185,1025,16,728,23
448,148,1057,12,1637,26
449,151,1028,8,1728,7
450,141,1097,3,1801,28
451,169,1086,16,486,3
452,114,1036,13,1473,1
453,153,1074,19,395,28
454,159,1069,8,357,23
455,196,1017,5,1204,23
456,107,1084,8,367,9
457,152,1041,12,518,3
458,159,1099,1,334,2
459,104,1040,6,1956,1
460,167,1037,18,1434,24
461,105,1033,8,1936,16
462,195,1016,7,1085,22
463,193,1036,1,1480,20
464,146,1024,16,1336,23
465,198,1075,12,673,19
466,154,1086,6,148,22
467,139,1085,2,1250,12
468,151,1084,14,322,4
469,115,1026,4,1020,29
470,112,1056,1,1402,20
471,129,1030,18,1531,29
472,118,1005,13,1628,8
473,116,1090,2,1417,24
474,162,1039,9,1919,28
475,118,1097,2,376,24
476,191,1011,9,1561,27
477,157,1052,1,1230,21
478,154,1070,11,1781,5
479,189,1009,3,519,4
480,189,1044,4,710,24
481,161,1016,18,1552,9
482,122,1025,6,474,7
483,108,1084,3,172,6
484,111,1091,11,1757,6
485,100,1061,15,1153,5
486,157,1045,5,1311,20
487,100,1063,10,1487,28
488,133,1001,12,1989,19
489,195,1053,15,1923,2
490,147,1064,17,1574,18
491,188,1050,10,294,21
492,100,1052,6,1279,14
493,115,1035,18,1295,3
494,160,1025,13,946,27
495,163,1028,3,1164,11
496,162,1020,10,1186,5
497,168,1010,14,122,18
498,121,1039,6,459,3
499,192,1010,3,1198,14
500,166,1035,16,659,8
501,175,1058,7,771,4
502,125,1038,14,1948,12
503,115,1098,9,1241,22
504,150,1053,15,1735,25
505,185,1097,3,1503,17
506,156,1054,2,778,29
507,128,1023,2,1413,29
508,177,1021,3,539,4
509,191,1068,18,1791,24
510,168,1055,14,1032,15
511,146,1032,18,106,26
512,193,1035,10,1319,18
513,161,1019,2,520,13
514,168,1082,1,1691,24
515,175,1098,4,932,29
516,115,1080,14,1316,15
517,189,1061,1,658,26
518,189,1097,14,1271,14
519,147,1072,16,1910,21
520,184,1025,14,1792,3
521,138,1065,3,1325,6
522,199,1072,3,1567,15
523,132,1072,9,1013,23
524,193,1039,6,1542,21
525,122,1016,13,1550,20
526,109,1000,2,1106,21
527,168,1088,8,1602,20
528,199,1060,2,1598,7
529,133,1042,4,225,16
530,151,1041,15,494,15
531,194,1024,4,916,26
532,109,1038,13,980,22
533,118,1034,12,1929,9
534,157,1002,13,675,9
535,195,1043,14,424,26
536,100,1050,18,1515,1
537,168,1093,6,1029,29
538,103,1097,11,1811,8
539,115,1011,2,1751,16
540,123,1018,19,1563,10
541,179,1043,19,1327,9
542,101,1058,5,1609,21
543,191,1048,19,932,24
544,131,1060,2,1154,16
545,190,1016,10,1511,3
546,183,1073,2,1748,15
547,123,1056,11,1557,19
548,111,1054,18,936,14
549,149,1046,15,1025,24
550,134,1011,9,1499,26
551,132,1061,19,1467,20
552,132,1079,9,542,4
553,160,1087,3,1702,5
554,150,1082,9,174,16
555,142,1007,14,656,0
556,111,1094,19,1895,24
557,166,1020,7,1789,18
558,164,1080,16,1278,3
559,132,1086,16,1553,16
560,139,1079,1,462,8
561,173,1069,4,547,23
562,142,1071,4,1357,1
563,143,1024,7,1686,7
564,128,1081,8,1941,14
565,112,1088,17,361,6
566,111,1011,5,1950,26
567,194,1014,7,224,5
568,145,1058,4,1010,0
569,101,1025,6,344,14
570,134,1025,7,641,22
571,186,1046,18,584,25
572,180,1031,5,221,6
573,189,1009,3,224,28
574,107,1015,7,1672,29
575,192,1070,14,269,24
576,125,1016,7,223,16
577,173,1022,5,1992,1
578,189,1025,5,1158,26
579,133,1084,2,1210,8
580,106,1085,6,745,28
581,167,1006,15,1831,8
582,157,1013,10,885,12
583,174,1078,7,300,5
584,128,1006,5,468,5
585,135,1008,1,896,19
586,188,1047,13,176,19
587,120,1071,18,158,20
588,135,1058,13,530,2
589,109,1086,18,737,16
590,172,1092,5,1623,16
591,123,1081,13,208,11
592,163,1094,4,1859,15
593,198,1093,17,1107,14
594,148,1038,3,1401,12
595,198,1098,17,167,22
596,135,1017,11,1192,0
597,181,1058,4,1288,16
598,195,1016,2,1612,2
599,123,1013,16,404,25
600,122,1030,18,773,14
601,161,1023,8,464,3
602,195,1098,3,1977,3
603,136,1059,9,920,17
604,111,1044,6,1502,16
605,154,1097,10,442,18
606,112,1002,10,1046,10
607,122,1036,13,998,19
608,188,1042,17,1677,2
609,198,1039,9,1477,7
610,129,1089,17,1539,13
611,116,1054,9,1232,25
612,161,1086,9,1686,0
613,183,1038,1,861,13
614,188,1014,2,1620,1
615,185,1003,16,440,28
616,112,1092,1,1041,22
617,158,1085,10,482,3
618,118,1024,18,1103,23
619,148,1012,8,1656,26
620,199,1081,11,399,28
621,111,1032,2,238,18
622,160,1015,8,458,5
623,118,1041,8,935,24
624,175,1065,17,1622,0
625,108,1054,15,1508,16
626,170,1098,17,1727,7
627,127,1041,13,1403,18
628,177,1033,19,1760,20
629,194,1029,5,582,0
630,151,1012,12,1008,4
631,182,1012,1,1234,26
632,115,1017,5,965,15
633,168,1031,8,238,5
634,198,1095,13,1095,7
635,111,1098,8,534,12
636,124,1038,11,608,15
637,151,1045,1,372,29
638,184,1028,13,1222,2
639,199,1061,19,1887,18
640,152,1092,3,1973,11
641,122,1061,17,203,15
642,115,1056,5,1337,26
643,156,1015,8,1884,10
644,138,1055,14,1787,9
645,152,1009,4,861,24
646,141,1029,11,886,19
647,157,1024,15,264,3
648,138,1083,19,1098,11
649,113,1004,7,1976,22
650,194,1064,19,619,1
651,104,1093,19,1407,23
652,134,1048,11,616,21
653,186,1002,5,756,18
654,192,1044,5,712,24
655,174,1013,8,263,4
656,117,1029,10,1782,7
657,175,1067,6,163,6
658,108,1017,15,1214,13
659,173,1061,16,1240,23
660,157,1036,17,1989,22
661,116,1024,8,366,2
662,106,1047,8,1945,17
663,145,1064,9,1808,15
664,112,1052,2,1682,22
665,139,1078,15,1263,18
666,141,1072,18,345,18
667,108,1014,3,1784,17
668,149,1048,17,1881,19
669,126,1087,4,494,15
670,165,1067,4,1610,7
671,104,1011,14,575,27
672,128,1058,9,1640,0
673,136,1036,9,1076,16
674,137,1060,18,1307,11
675,182,1042,10,1143,29
676,107,1069,4,657,20
677,164,1038,12,1117,10
678,185,1055,8,1647,4
679,116,1062,2,1705,26
680,170,1045,13,1652,11
681,188,1087,16,982,16
682,144,1010,2,246,5
683,103,1061,11,765,0
684,135,1076,10,1427,4
685,169,1097,15,719,24
686,130,1024,17,1871,27
687,118,1070,8,919,13
688,160,1051,18,963,4
689,153,1003,9,681,21
690,138,1058,8,1122,23
691,190,1071,14,794,26
692,173,1019,18,1885,0
693,189,1092,12,1351,29
694,118,1062,19,1225,17
695,138,1053,14,1710,15
696,166,1073,17,1540,8
697,144,1097,3,1339,18
698,112,1056,7,506,21
699,191,1089,17,498,4
700,157,1040,12,814,26
701,119,1002,9,803,1
702,191,1005,15,860,29
703,171,1004,18,598,14
704,160,1004,13,1877,6
705,138,1053,8,1588,3
706,100,1046,14,1814,0
707,102,1086,8,1073,12
708,176,1048,14,1854,19
709,191,1008,7,181,21
710,161,1098,12,703,6
711,162,1019,11,1810,14
712,124,1060,11,1874,22
713,155,1034,13,871,13
714,132,1049,18,1002,22
715,137,1081,2,464,18
716,105,1061,15,262,21
717,157,1016,18,1171,28
718,143,1087,15,610,23
719,144,1002,19,1452,19
720,131,1031,12,1963,28
721,144,1098,13,215,23
722,160,1012,11,1040,17
723,146,1088,5,1972,9
724,120,1072,1,436,8
725,179,1067,3,980,24
726,184,1013,19,836,7
727,174,1097,7,1987,25
728,135,1010,12,939,29
729,198,1055,15,246,28
730,118,1066,5,1698,9
731,119,1091,15,1929,16
732,156,1028,8,1446,1
733,117,1008,10,542,5
734,146,1066,16,936,25
735,148,1024,8,1136,4
736,113,1097,1,1042,27
737,114,1075,12,1617,29
738,130,1041,5,1824,8
739,100,1008,3,386,4
740,153,1078,1,819,17
741,102,1039,4,1237,25
742,115,1024,8,579,19
743,186,1004,3,121,8
744,156,1010,10,1472,16
745,174,1058,2,1849,26
746,111,1097,11,782,16
747,173,1087,10,1958,11
748,195,1078,14,1689,6
749,115,1037,7,1005,26
750,171,1071,2,1933,2
751,175,1004,9,419,9
752,123,1047,16,225,1
753,127,1089,13,376,24
754,107,1017,9,1327,2
755,191,1069,4,293,15
756,135,1036,10,1804,1
757,189,1059,12,1787,27
758,107,1047,17,1670,23
759,157,1076,14,795,9
760,159,1027,14,1409,5
761,149,1068,2,156,21
762,127,1076,11,1857,25
763,191,1080,16,1426,10
764,140,1039,19,1286,22
765,199,1044,6,118,6
766,163,1095,19,1493,26
767,126,1061,5,363,28
768,162,1092,4,893,14
769,116,1057,15,212,5
770,172,1066,4,1611,19
771,132,1055,10,1450,26
772,183,1039,3,641,8
773,176,1097,5,746,21
774,191,1039,6,678,19
775,128,1090,8,1188,11
776,112,1076,7,1415,18
777,145,1032,10,124,19
778,134,1005,6,1672,2
779,105,1087,14,100,14
780,181,1018,4,1010,1
781,168,1079,13,1672,29
782,146,1039,17,240,20
783,124,1091,7,1867,1
784,165,1096,4,747,21
785,109,1058,14,287,2
786,155,1058,3,1251,5
787,129,1047,5,300,14
788,104,1040,16,1250,26
789,132,1012,4,356,9
790,164,1044,2,1799,8
791,117,1088,18,646,0
792,195,1052,19,293,15
793,148,1041,19,802,5
794,110,1099,17,1227,8
795,184,1062,14,1658,26
796,125,1026,19,1388,3
797,162,1037,13,901,26
798,188,1059,12,1041,27
799,185,1006,6,1507,1
800,158,1004,4,1383,28
801,126,1044,19,513,3
802,148,1057,16,1481,0
803,176,1030,13,1198,18
804,132,1022,4,1478,25
805,197,1041,17,1707,24
806,198,1009,1,1894,9
807,100,1031,18,1009,20
808,120,1052,17,287,14
809,154,1029,15,1808,26
810,105,1038,11,1413,21
811,191,1030,13,144,18
812,180,1081,1,1696,15
813,168,1099,17,182,20
814,194,1001,6,1246,26
815,104,1077,4,457,23
816,102,1076,16,1651,21
817,152,1092,15,1189,3
818,122,1011,15,1035,1
819,152,1038,6,1780,29
820,136,1065,15,474,24
821,173,1095,14,261,12
822,173,1012,11,1869,27
823,182,1045,7,1503,0
824,116,1026,9,1779,16
825,184,1016,16,1481,12
826,177,1094,5,1311,3
827,172,1097,10,421,6
828,100,1059,18,549,16
829,150,1063,3,1597,8
830,144,1087,13,1136,3
831,176,1034,11,283,18
832,103,1069,17,210,0
833,161,1082,13,607,9
834,164,1029,6,1413,3
835,131,1070,17,394,8
836,133,1073,13,1574,12
837,191,1095,19,1003,13
838,194,1097,19,1338,9
839,171,1062,10,1073,5
840,138,1027,3,731,15
841,125,1059,14,1690,5
842,133,1078,19,1150,16
843,153,1093,5,1753,9
844,102,1036,5,832,17
845,149,1092,17,1354,26
846,111,1021,10,1688,21
847,164,1067,5,1930,17
848,153,1019,4,420,2
849,104,1095,6,1012,19
850,193,1099,4,1356,26
851,193,1067,7,1793,20
852,156,1090,7,536,24
853,116,1063,18,880,27
854,146,1016,3,1656,14
855,122,1011,1,1526,14
856,178,1021,4,1176,3
857,184,1016,6,1910,28
858,113,1009,9,1436,26
859,165,1064,14,1404,8
860,174,1021,12,825,26
861,150,1089,4,130,25
862,137,1081,12,436,18
863,163,1049,10,282,23
864,197,1013,7,1146,27
865,137,1063,3,643,16
866,149,1046,14,1569,10
867,197,1028,10,1197,24
868,181,1075,16,1133,8
869,129,1035,16,1607,9
870,178,1098,10,1579,17
871,190,1051,13,1689,19
872,150,1075,6,1687,12
873,162,1006,12,759,7
874,197,1028,9,259,6
875,151,1010,13,1137,16
876,137,1032,4,1301,20
877,196,1005,11,511,22
878,187,1078,18,1111,14
879,178,1031,11,152,19
880,129,1050,4,507,14
881,150,1074,18,946,0
882,180,1057,1,1145,24
883,104,1086,7,1153,13
884,128,1025,6,802,4
885,103,1097,15,359,10
886,109,1045,18,1328,15
887,155,1097,11,1182,1
888,116,1028,15,1594,7
889,173,1003,16,875,10
890,116,1080,7,1589,28
891,183,1098,10,1135,17
892,187,1012,12,1754,2
893,168,1038,14,1413,29
894,133,1014,5,949,25
895,105,1028,18,1883,0
896,152,1028,5,453,10
897,165,1074,3,1762,15
898,176,1031,5,1198,17
899,142,1001,17,972,29
900,174,1046,19,1839,15
901,122,1077,19,1684,22
902,154,1083,12,1714,9
903,179,1021,9,1564,17
904,194,1074,1,1090,5
905,174,1026,18,1364,18
906,115,1066,4,1117,3
907,107,1080,10,1984,26
908,103,1055,7,1277,12
909,103,1091,1,1909,23
910,155,1092,17,1219,13
911,124,1020,2,1849,2
912,166,1046,11,393,9
913,195,1079,9,308,5
914,166,1058,7,1466,0
915,126,1083,17,1211,22
916,192,1005,17,917,23
917,131,1018,2,1899,26
918,149,1056,6,489,13
919,160,1068,14,424,7
920,150,1002,6,1039,18
921,118,1000,2,988,13
922,120,1057,1,1955,9
923,104,1037,10,1280,16
924,181,1014,5,767,8
925,191,1033,2,1774,28
926,141,1060,16,732,5
927,160,1034,2,676,10
928,121,1063,10,1742,24
929,120,1024,2,1782,6
930,169,1023,16,236,16
931,100,1011,16,1797,27
932,104,1017,19,527,27
933,111,1014,7,1575,0
934,189,1079,12,711,21
935,145,1026,15,1973,4
936,133,1071,8,1010,8
937,148,1059,6,918,17
938,177,1045,10,240,23
939,189,1088,3,1206,26
940,144,1016,19,276,20
941,126,1092,17,297,1
942,172,1052,7,723,28
943,125,1007,4,1691,25
944,146,1078,14,790,10
945,185,1026,15,1544,26
946,155,1045,8,500,27
947,193,1049,15,1821,5
948,162,1070,14,570,25
949,147,1002,9,317,7
950,160,1092,8,1028,3
951,180,1063,17,1951,17
952,125,1043,2,1852,27
953,135,1052,3,731,10
954,100,1023,8,1050,4
955,107,1059,12,1005,14
956,198,1002,1,274,27
957,151,1019,10,122,17
958,178,1045,3,1848,1
959,146,1014,6,334,21
960,155,1024,7,1136,10
961,185,1093,18,1224,25
962,113,1077,11,1028,24
963,189,1070,19,1659,12
964,127,1016,5,1999,3
965,186,1083,19,622,21
966,177,1099,11,1908,6
967,187,1008,12,1575,28
968,101,1037,10,530,10
969,125,1047,8,892,21
970,113,1059,9,1729,23
971,158,1062,4,1836,3
972,155,1085,5,632,27
973,106,1001,8,1975,14
974,102,1087,9,1078,0
975,122,1071,15,1846,22
976,117,1010,15,1775,2
977,137,1063,16,1416,13
978,198,1076,14,909,5
979,114,1080,8,1012,17
980,163,1071,18,1224,24
981,188,1020,10,1625,0
982,127,1017,6,1427,5
983,173,1093,12,970,5
984,138,1063,2,639,20
985,156,1081,7,1123,15
986,116,1094,16,1676,28
987,185,1037,3,1478,4
988,189,1031,13,1426,16
989,143,1010,3,1619,9
990,124,1044,18,1781,27
991,116,1088,11,1891,20
992,112,1032,8,326,17
993,183,1040,6,1359,6
994,124,1007,1,972,2
995,167,1010,1,991,12
996,109,1085,8,1578,14
997,166,1050,5,1136,19
998,117,1087,16,309,18
999,199,1040,11,840,2
1000,185,1016,5,496,3
